ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΟΥΖΙΝΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΜΑΛΤΕΖΟΣ ΓΡΗΓΟΡΙΟΣ του Θεμιστοκλή,ΜΠΑΪΡΑΜΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΕΝΕΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΡΕΠΟΥΣΗ ΜΑΡΙΑ του Βασιλείου,ΣΤΑΜΑΤΑΚΗ ΕΛΕΝΗ του Παναγιώτη,Νέα Δημοκρατία,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Ιωάννη,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου ,ΚΑΛΑΓΙΑ ΜΑΡΙΑ του Ηλία,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ  του Πέτρου ,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΟΥΤΣΙΚΑΚΗΣ ΧΡΙΣΤΟΦΟΡΟΣ-ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΡΟΥΣΣΟΥ ΖΩΗ του Ευαγγέλου-Αντωνίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΤΖΟΓΛΟΥ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΚΑΤΣΟΥΛΗ ΠΑΓΩΝΑ του Γεωργίου,ΚΟΥΖΗΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΜΑΥΡΟΜΜΑΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΝΙΑΟΥΡΗ ΜΑΡΙΑ του Χρήστου,ΞΗΡΑΚΙΑ ΑΝΔΡΙΑΝΗ του Λάμπρου,ΠΟΤΟΥΡΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ανδρέα,Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΑΝΑΓΝΩΣΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Σταματίου,ΑΡΚΑΛΑΚΗ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ευτυχίου ,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΜΑΝΟΥΣΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ του Ηλία,ΧΡΥΣΟΦΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Ιακώβου,Κ.Κ.Ε.,ΔΙΓΕΝΗ ΑΣΗΜΙΝΑ (ΣΕΜΙΝΑ) του Αναστασίου ,ΚΑΡΠΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΑΝΟΥΣΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,ΜΑΡΟΥΠΑΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου ,ΜΟΦΟΡΗΣ ΓΡΗΓΟΡΙΟΣ του Σταύρου,ΞΕΚΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου ,ΠΑΝΤΕΛΑΚΗ ΕΛΠΙΔΑ του Αντωνίου,ΧΑΤΖΗΔΑΚΗ ΕΥΤΥΧΙΑ του Γεωργίου ,Ένωση Κεντρώων,ΒΕΡΥΚΑΚΗ ΕΛΛΑΣ (ΕΛΙΝΑ) του Γεωργίου ,ΚΑΡΑΚΑΤΣΑΝΗΣ ΑΠΟΣΤΟΛΟΣ του Μιχαήλ,ΜΠΑΛΑΣΚΑΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη ,ΠΑΝΑΓΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΙΜΟΣ ΙΩΑΝΝΗΣ του Ευγενίου ,ΤΡΑΚΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου ,ΨΩΜΑ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Φωτίου ,Ο.Κ.Δ.Ε.,ΤΣΟΛΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΑΝΑΣΤΑΣΙΑΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου ,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ (ΦΥΛΛΙΑ) του Γεωργίου ,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού ,ΜΑΚΡΗΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου ,ΜΠΕΣΗΣ ΠΑΥΛΟΣ ΑΝΔΡΕΑΣ του Σπύρου Νεκταρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Γεωργίου,ΠΥΛΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ του Γεωργίου ,Ελλήνων Συνέλευσις,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΚΟΥΡΤΕΣΗΣ ΑΛΕΞΑΝΔΡΟΣ του Δημοσθένη ,ΜΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου ,ΜΠΟΥΜΠΟΥΛΗ ΜΑΡΙΑ του Χρύσανθου,ΤΣΙΑΜΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου ,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΕΥΣΤΑΘΙΟΥ - ΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Χρήστου ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΜΟΛΕΓΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου ,ΚΙΣΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου ,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου ,ΠΑΝΤΕΛΑΡΟΣ ΘΕΟΔΟΣΙΟΣ του Ισιδώρου,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου ,ΦΡΑΓΚΙΑΔΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΨΩΜΑΤΑΚΗ ΝΙΚΗ του Θεοδώρου ,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου ,ΜΠΕΛΕΣΗ ΧΡΥΣΟΥΛΑ - ΧΡΥΣΑΦΩ του Γεωργίου ,ΤΣΟΥΓΚΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Προδρόμου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου ,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΙΩΑΝΝΙΔΟΥ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Ιωάννου,ΚΡΕΜΑΣΤΙΩΤΟΥ ΕΛΕΝΗ του Παύλου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου ,ΣΤΕΡΓΙΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Μιχαήλ ,ΣΤΕΦΑΝΟΥ ΓΕΩΡΓΙΟΣ του Χαράλαμπου ,ΦΟΥΝΤΟΥΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου ,Λαϊκή Ενότητα,ΑΜΙΡΑΛΗΣ ΕΛΕΥΘΕΡΙΟΣ του Εμμανουήλ,ΚΑΛΛΙΜΑΓΕΙΡΟΥ ΕΛΕΥΘΕΡΙΑ του Αναστασίου ,ΚΑΝΤΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Βασιλείου ,ΜΠΑΔΟΓΙΑΝΝΗΣ ΠΡΟΚΟΠΙΟΣ (ΑΚΗΣ) του Γεωργίου ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ευστρατίου ,ΠΕΤΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου ,ΜέΡΑ25,ΖΟΥΓΑΝΕΛΗ ΠΑΝΑΓΙΩΤΑ (ΠΟΛΑ) του Νικολάου ,ΚΑΝΑΡΕΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου ,ΚΥΡΙΑΚΙΔΗΣ ΙΩΑΝΝΗΣ  του Ευσταθίου ,ΠΑΡΤΑΚΤΖΟΓΛΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΣΤΡΑΤΟΥ ΔΑΝΑΗ του Φαίδωνα,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου ,Δημιουργία ξανά - Θ. Τζήμερος,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ του Γεωργίου ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΓΡΙΒΑ ΒΑΣΙΛΙΚΗ του Λεωνίδα,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΠΙΜΠΙΛΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου 
40 - Α' Πειραιώς,144 E.T. Δήμου Πειραιώς,568,338,6,6,12,326,108,15,20,31,7,18,9,14,16,138,14,36,10,56,19,32,21,7,9,5,2,4,1,1,0,0,19,2,3,3,0,6,3,0,2,14,9,0,0,5,0,0,4,0,6,1,1,0,1,0,1,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,5,1,1,1,0,0,0,0,1,0,1,4,2,3,2,0,0,1,1,0,0,0,0,0,0,8,3,0,4,0,2,3,0,0,0,0,3,1
40 - Α' Πειραιώς,145 E.T. Δήμου Πειραιώς,568,358,9,4,13,345,104,11,24,34,9,11,10,19,12,142,20,37,15,62,18,39,17,15,2,1,0,1,0,0,0,0,22,3,1,1,0,9,5,5,6,26,17,3,2,5,0,3,7,0,4,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,2,1,1,1,1,0,1,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,19,3,1,1,3,6,1,5,0,0,0,6,4
40 - Α' Πειραιώς,146 E.T. Δήμου Πειραιώς,567,350,8,1,9,341,118,20,26,40,3,14,8,24,20,142,12,32,17,67,16,31,15,13,12,5,2,5,0,2,2,1,21,1,4,2,0,8,5,3,2,23,14,1,4,6,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,3,4,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,1,1,2,1,0,0,0,4,1
40 - Α' Πειραιώς,147 E.T. Δήμου Πειραιώς,555,332,4,0,4,328,106,13,22,48,5,9,12,21,20,131,16,35,16,51,14,39,15,13,10,4,2,5,0,0,0,0,19,4,5,2,4,7,5,2,2,15,8,2,1,2,2,0,8,2,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,1,2,0,4,2,1,2,1,0,0,0,0,0,0,4,0,4,0,0,0,4,1,0,0,0,0,0,0,16,2,0,4,1,6,0,2,1,0,0,6,2
40 - Α' Πειραιώς,148 E.T. Δήμου Πειραιώς,569,326,2,4,6,320,98,14,18,32,8,10,10,23,21,156,12,42,12,71,35,44,18,10,6,2,1,2,1,1,0,0,18,6,2,3,0,9,3,6,1,18,0,0,0,5,1,0,9,2,4,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,5,1,0,0,2,3,0,2,2,0,0,6,2
40 - Α' Πειραιώς,149 E.T. Δήμου Πειραιώς,566,370,5,2,7,363,111,17,20,40,6,10,11,20,21,135,20,37,18,49,22,26,18,15,7,4,0,2,1,1,0,0,21,8,2,4,2,5,5,0,1,27,13,1,2,4,0,0,7,3,11,2,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,12,4,0,0,0,4,5,1,3,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,25,8,4,4,3,11,4,2,1,0,0,7,6
40 - Α' Πειραιώς,150 E.T. Δήμου Πειραιώς,554,325,3,10,13,312,104,11,24,35,5,12,12,21,17,121,8,32,14,54,24,21,20,10,12,5,1,5,2,1,0,0,20,3,1,2,1,4,4,4,1,15,6,1,2,1,2,1,2,1,2,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,3,2,0,0,2,0,0,1,0,12,3,0,2,0,3,4,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,3,1,2,0,5,1,3,1,0,0,5,1
40 - Α' Πειραιώς,151 E.T. Δήμου Πειραιώς,569,362,10,1,11,351,98,5,15,39,6,11,12,28,12,150,20,39,19,66,26,51,15,12,12,7,3,4,0,0,0,1,19,3,1,3,0,9,7,3,0,27,15,0,1,3,1,0,9,0,4,3,1,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,3,4,1,2,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,10,4,0,1,1,2,1,4,0,0,0,9,8
40 - Α' Πειραιώς,152 E.T. Δήμου Πειραιώς,562,327,5,3,8,319,114,19,22,45,7,18,11,21,15,136,15,24,18,62,22,31,14,13,6,3,4,2,0,2,0,0,12,1,3,2,1,6,6,0,1,25,17,0,3,6,2,0,6,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,3,1,0,0,0,3,1
40 - Α' Πειραιώς,153 E.T. Δήμου Πειραιώς,570,346,10,3,13,333,108,13,14,42,12,9,12,15,11,131,12,40,14,47,17,30,18,16,6,4,1,2,0,1,0,0,22,3,1,2,5,8,0,6,6,29,19,1,3,10,1,1,5,1,7,3,0,1,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,13,4,4,3,2,1,2,2,2,0,0,2,1
40 - Α' Πειραιώς,154 E.T. Δήμου Πειραιώς,558,304,3,0,3,301,104,18,15,34,4,5,8,21,21,114,9,22,11,41,11,39,25,21,4,1,1,0,0,0,0,0,30,10,4,16,3,1,9,1,0,14,7,1,0,3,1,3,2,2,5,1,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,14,6,2,0,1,4,1,2,1,0,0,6,1
40 - Α' Πειραιώς,155 E.T. Δήμου Πειραιώς,530,325,4,2,6,319,102,15,16,42,3,7,12,22,17,125,15,22,14,56,24,30,19,9,17,7,2,9,0,0,3,1,20,7,6,3,1,1,10,1,1,20,13,2,0,2,1,1,8,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,2,2,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,4,1,0,0,0,2,0,9,3,1,2,1,5,2,1,0,0,0,6,3
40 - Α' Πειραιώς,156 E.T. Δήμου Πειραιώς,547,331,4,4,8,323,90,13,19,38,3,8,6,25,19,129,18,33,15,54,18,23,21,17,11,3,2,5,1,2,2,0,23,4,4,4,0,4,6,1,2,16,7,2,1,5,0,0,5,0,7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,1,0,7,7,0,1,1,1,0,1,0,0,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,22,7,4,1,3,9,2,0,0,0,0,5,3
40 - Α' Πειραιώς,157 E.T. Δήμου Πειραιώς,564,322,3,4,7,315,103,16,20,18,4,15,12,19,12,133,20,21,10,58,22,21,21,11,9,6,1,3,1,0,1,0,17,2,1,2,1,2,13,1,0,14,8,0,0,1,0,1,2,2,5,3,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,1,4,3,3,3,0,0,6,0
40 - Α' Πειραιώς,158 E.T. Δήμου Πειραιώς,531,302,7,4,11,291,97,23,21,35,4,6,16,24,17,103,6,19,7,47,15,30,18,10,5,1,0,2,0,1,0,0,22,3,1,2,2,7,6,4,2,25,12,0,2,5,2,2,4,2,3,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,0,0,3,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,14,3,2,1,1,4,5,2,1,0,0,6,4
40 - Α' Πειραιώς,159 E.T. Δήμου Πειραιώς,527,310,6,2,8,302,88,18,21,21,6,10,11,20,14,127,19,29,9,55,20,35,22,9,8,3,2,4,1,0,0,2,29,1,3,10,3,7,9,4,3,15,8,1,2,2,1,0,3,1,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,11,5,1,2,2,3,1,0,0,0,0,7,3
40 - Α' Πειραιώς,160 E.T. Δήμου Πειραιώς,533,322,9,1,10,312,92,18,13,42,8,4,15,26,12,123,13,17,9,49,30,23,27,22,6,2,0,1,0,0,0,1,22,3,3,4,1,6,7,4,1,22,13,2,2,4,0,0,5,3,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,0,0,8,4,0,3,0,0,0,0,0,0,0,3,2,1,1,1,0,1,2,1,1,0,0,1,1,14,0,0,2,3,1,1,2,0,0,0,4,1
40 - Α' Πειραιώς,161 E.T. Δήμου Πειραιώς,526,308,5,3,8,300,85,11,15,34,4,6,10,20,18,128,9,40,16,38,18,39,30,22,5,2,1,3,0,1,2,1,26,4,5,11,3,3,6,6,1,20,9,2,3,1,1,2,7,4,9,4,2,1,1,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,1,1,3,2,0,0,9,5
40 - Α' Πειραιώς,162 E.T. Δήμου Πειραιώς,511,103,3,1,4,99,49,10,11,17,4,7,6,11,7,38,4,4,4,17,4,9,4,12,3,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
40 - Α' Πειραιώς,163 E.T. Δήμου Πειραιώς,512,158,5,0,5,153,30,4,7,10,2,2,6,5,7,76,10,14,8,35,11,19,8,15,6,5,1,1,0,2,1,0,3,0,1,0,0,0,1,0,1,9,6,0,2,1,0,0,1,2,5,3,1,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,3,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,4,0,0,2,4,2,3,2,0,0,4,2
40 - Α' Πειραιώς,164 E.T. Δήμου Πειραιώς,514,152,3,0,3,149,47,7,10,21,1,5,4,13,8,50,5,9,5,22,6,8,6,3,11,3,3,3,1,2,0,1,11,2,3,0,1,5,6,1,0,7,2,0,2,0,1,1,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,3,0,0,2,4,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,3,1
40 - Α' Πειραιώς,165 E.T. Δήμου Πειραιώς,516,185,6,6,12,173,65,10,15,18,4,9,19,14,5,51,6,5,6,24,8,9,7,4,10,5,0,2,2,0,0,2,7,0,2,1,1,1,2,2,1,20,14,1,2,6,2,0,5,0,3,0,0,1,1,1,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0
40 - Α' Πειραιώς,166 E.T. Δήμου Πειραιώς,535,277,1,1,2,275,91,18,9,35,7,8,15,19,16,97,14,13,8,47,14,30,12,11,12,4,5,7,1,0,0,1,11,1,0,4,1,3,2,2,2,35,22,0,9,13,1,1,6,2,5,1,1,0,0,1,1,1,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,10,3,3,1,1,2,2,1,1,0,0,4,2
40 - Α' Πειραιώς,167 E.T. Δήμου Πειραιώς,518,256,4,1,5,251,93,16,20,33,3,16,8,23,15,95,9,23,6,43,19,13,8,22,8,2,2,3,1,1,0,2,9,1,3,0,3,2,3,1,3,14,4,0,0,3,0,2,5,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,1,2,1,1,0,0,0,0,2,2,1,0,0,1,0,1,1,1,0,0,0,0,10,4,0,0,1,1,1,1,1,0,0,6,1
40 - Α' Πειραιώς,168 E.T. Δήμου Πειραιώς,532,274,3,1,4,270,92,13,17,18,6,13,2,12,15,106,6,19,9,48,18,22,11,19,10,2,2,1,2,0,0,0,6,1,1,0,1,2,2,1,0,26,12,2,2,6,0,3,5,2,4,1,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,9,5,2,3,0,2,0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,3,1,1,0,0,1,0,6,1,1,0,0,2,1,2,1,0,0,1,0
40 - Α' Πειραιώς,169 E.T. Δήμου Πειραιώς,526,290,4,6,10,280,100,11,10,36,8,11,15,18,19,93,5,9,10,53,15,18,11,7,17,5,0,6,1,2,0,2,11,1,1,2,0,2,3,2,1,20,13,2,1,7,0,0,10,0,8,1,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,0,5,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,0,0,0,5,5,0,0,6,5
40 - Α' Πειραιώς,170 E.T. Δήμου Πειραιώς,538,276,4,0,4,272,112,21,22,34,15,12,12,24,23,77,3,25,8,37,11,19,5,10,9,3,3,2,1,2,0,1,8,2,0,1,0,5,1,2,2,31,20,1,7,6,0,1,13,4,7,2,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,2,0,4,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,0,4,2,2,1,0,0,2,0
40 - Α' Πειραιώς,171 E.T. Δήμου Πειραιώς,567,336,6,2,8,328,119,19,14,49,11,4,23,30,27,110,8,20,7,62,21,24,15,15,16,10,3,6,3,3,0,1,9,3,1,1,1,1,1,1,1,19,13,1,3,2,0,1,9,4,4,1,1,2,1,0,1,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10,3,4,2,3,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,2,2,5,10,2,3,1,0,0,5,1
40 - Α' Πειραιώς,172 E.T. Δήμου Πειραιώς,552,309,8,1,9,300,112,19,18,40,6,12,12,20,18,91,7,21,8,33,17,18,19,12,14,3,2,5,0,2,1,1,17,0,2,0,1,2,7,2,0,26,20,0,10,1,0,3,8,2,4,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,6,1,2,0,3,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,2,0,1,0,0,0,12,7,0,2,0,4,6,2,1,0,0,4,1
40 - Α' Πειραιώς,173 E.T. Δήμου Πειραιώς,565,323,11,2,13,310,113,14,14,44,7,12,20,18,23,106,8,19,9,48,15,25,21,21,10,6,3,4,0,0,0,1,22,4,4,1,1,7,2,3,4,23,14,0,7,4,0,0,11,4,3,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,1,4,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,4,2,2,2,0,0,8,5
40 - Α' Πειραιώς,174 E.T. Δήμου Πειραιώς,541,304,7,3,10,294,131,21,13,55,5,13,21,26,22,90,8,14,10,38,19,21,7,11,11,4,3,4,0,2,2,0,12,0,5,6,2,1,0,1,2,16,7,0,0,2,0,0,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,14,9,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,1,1,3,3,1,1,0,0,6,6
