ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΛΙΦΙΕΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Μιχαήλ,ΑΥΓΟΥΣΤΑΚΗ ΕΛΕΝΗ του Μύρωνα,ΒΑΡΔΑΚΗΣ ΣΩΚΡΑΤΗΣ του Δημητρίου,ΔΑΝΕΛΛΗΣ ΣΠΥΡΙΔΩΝ του Αθανασίου,ΔΟΥΛΓΕΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΗΓΟΥΜΕΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΜΠΟΥΡΑΚΗ ΧΡΥΣΑΝΘΗ του Αντωνίου,ΛΕΝΑΚΑΚΗ ΣΤΥΛΙΑΝΗ του Νικολάου,ΜΑΜΟΥΛΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Αντωνίου,ΜΙΧΕΛΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΜΠΩΚΟΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,Νέα Δημοκρατία,ΑΥΓΕΝΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Κωνσταντίνου,ΒΡΕΝΤΖΟΥ-ΣΚΟΡΔΑΛΑΚΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΤΑΛΛΙΩΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΣΠΑΤΗΣ ΓΡΗΓΟΡΙΟΣ του Αλεξάνδρου,ΡΟΚΑΔΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΣΕΝΕΤΑΚΗΣ ΜΑΞΙΜΟΣ του Γεωργίου,ΣΗΜΑΙΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Γεωργίου,ΣΤΡΑΤΑΚΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΦΑΚΙΑΝΑΚΗ ΝΙΚΟΛΕΤΑ του Μιχαήλ,ΤΖΩΡΤΖΟΓΛΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΤΣΑΝΤΗΡΑΚΗ-ΑΝΑΣΤΑΣΑΚΗ ΕΛΕΝΗ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Ελευθερίου,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Δημητρίου,ΒΛΑΧΑΒΑΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΤΕΡΑΚΗ ΜΑΡΙΑ του Ευαγγέλου,ΠΛΟΥΜΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΣΤΕΦΑΝΟΠΟΥΛΟΥ ΖΑΧΑΡΟΥΛΑ του Ιωάννη,ΣΤΡΑΤΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Αλέξανδρου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΑΡΒΑΝΙΤΑΚΗΣ ΠΑΝΤΕΛΕΗΜΩΝ του Μιχαήλ,ΒΑΤΣΙΝΑ ΕΛΕΝΗ του Φανουρίου,ΓΙΑΝΝΑΡΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΑΛΟΥΔΑΚΗΣ ΣΤΑΥΡΟΣ του Νικολάου,ΚΕΓΚΕΡΟΓΛΟΥ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΜΠΡΙΜΗΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΣΤΑΘΟΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΣΤΡΑΤΑΚΗΣ ΧΡΗΣΤΟΣ του Εμμανουήλ,ΧΑΤΖΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε.,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΑΝΔΡΟΥΛΑΚΗ ΚΡΥΣΤΑΛΕΝΙΑ (ΛΙΝΑ) του Ιωάννη,ΓΩΝΙΑΝΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΚΑΒΑΤΣΟΣ ΕΜΜΑΝΟΥΗΛ του Στυλιανού,ΚΟΚΟΣΑΛΗ - ΣΑΛΟΥΣΤΡΟΥ ΜΑΡΙΑ του Ζαχαρία,ΠΑΤΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΠΟΘΗΤΟΥ ΙΩΑΝΝΑ του Γεωργίου,ΣΑΛΟΥΣΤΡΟΣ ΔΗΜΟΚΡΙΤΟΣ του Εμμανουήλ,ΣΚΕΠΑΡΝΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΥΝΤΥΧΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του ΔΑΝΙΗΛ,ΣΦΑΚΙΑΝΑΚΗΣ ΜΙΧΑΗΛ του Αντωνίου,Ένωση Κεντρώων,ΑΓΓΕΛΙΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Χαράλαμπου,ΒΟΥΒΟΥΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σωτηρίου,ΚΑΦΑΝΤΑΡΗ ΙΟΥΛΙΑ του Κωνσταντίνου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΕΒΕΝΤΗ-ΜΕΝΤΕΣΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΤΖΑΓΚΑΡΑΚΗ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Γεωργίου,ΤΖΩΡΤΖΑΚΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΦΡΑΓΚΙΑΔΑΚΗ ΕΙΡΗΝΗ του Νικολάου,Ο.Κ.Δ.Ε.,ΦΟΥΦΟΥΔΑΚΗΣ ΙΩΑΝΝΗΣ του Παντελή,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΑΝΤΩΝΙΑ του Χρήστου,ΒΑΛΑΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΒΛΑΧΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΓΚΟΥΒΑΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΕΣΗ-ΛΟΥΚΑ ΧΡΙΣΤΙΝΗ του Αλέξανδρου,ΚΤΙΣΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ευαγγέλου,ΧΑΡΑΛΑΜΠΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΧΑΡΙΤΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΒΑΜΒΟΥΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΠΝΙΣΤΟΥ ΑΝΤΩΝΙΑ του Κωνσταντίνου,ΚΟΚΟΣΑΛΗ ΑΝΝΑ ΜΑΡΙΑ του Μιχαήλ,ΛΙΑΝΟΥ ΚΑΛΛΙΟΠΗ του Αντωνίου,ΜΑΡΚΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΜΟΥΛΑΚΑΚΗΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΑΣΧΑΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΣΦΑΚΙΑΝΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΟΖΥΡΑΚΗ ΕΙΡΗΝΗ του Φραγκίσκου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΑΥΓΙΩΤΑΚΗΣ ΜΙΧΑΗΛ του Ευαγγέλου,ΓΚΟΤΖΟΓΙΑΝΝΗ ΜΑΡΘΑ του Ιωάννη,ΚΑΜΑ ΘΩΜΑΗ του Παναγιώτη,ΛΥΚΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΜΠΑΛΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΜΥΛΩΝΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Ηλία,ΠΑΛΑΜΙΑΝΑΚΗ ΕΛΕΝΗ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΥ - ΙΩΣΗΦΙΔΟΥ ΑΝΝΑ του Ιωάννη,ΡΟΜΠΟΓΙΑΝΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΣΚΟΡΔΙΛΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΡΙΣΤΟΔΟΥΛΙΔΗΣ ΞΕΝΟΦΩΝ του Αντωνίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΛΕΜΗ ΙΩΑΝΝΑ του Γεωργίου,ΔΡΑΚΩΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΑΜΠΑΛΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΠΟΥΤΣΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΤΑΥΡΙΑΝΟΥΔΑΚΗ ΧΡΥΣΗ του Ανδρέα,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΥΠΑΡΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΟΚΟΛΟΓΙΑΝΝΗ ΜΑΡΙΑ ΕΛΕΝΗ του Ιωάννη,ΜΑΚΡΥΠΟΔΗΣ ΝΙΚΟΛΑΟΣ του Αριστείδη,ΜΑΡΝΙΕΡΑΚΗ ΑΝΝΑ του Ιωάννη,ΟΡΦΑΝΟΥΔΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΟΥΡΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΤΣΙΟΜΠΑΝΙΔΗΣ ΕΥΑΓΓΕΛΟΣ (ΒΑΚΗΣ) του Γεωργίου,Λαϊκή Ενότητα,ΑΛΕΞΑΚΗ ΕΛΕΝΗ του Δημητρίου,ΚΑΤΖΗΛΑΚΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΚΡΙΑΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΚΡΙΤΣΩΤΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΛΕΒΕΝΤΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΜΑΝΤΖΑΡΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,ΣΑΒΒΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Εμμανουήλ,ΧΙΩΤΕΛΗΣ ΑΡΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΡΟΥΦΑΚΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Γεωργίου,ΚΑΤΣΟΥΛΗ ΕΛΕΥΘΕΡΙΑ του Ζαχαρία,ΛΙΑΠΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΟΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Σοφοκλή-Εμμανουήλ,ΛΟΥΛΟΥΔΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΜΑΘΙΟΥΔΑΚΗ ΕΜΜΑΝΟΥΕΛΑ του Ανδρέα,ΜΑΡΑΓΚΑΚΗΣ ΣΠΥΡΙΔΩΝ του Δημητρίου,ΤΣΟΥΚΑΛΑ ΑΙΚΑΤΕΡΙΝΗ του Χρίστου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΔΡΙΑΝΑΚΗ ΕΥΣΤΑΘΙΑ του Ελευθερίου,ΨΑΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΦΙΛΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Σταμάτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Αριστοτέλη
55 - Ηρακλείου,133 E.T. Δήμου Ηρακλείου,543,386,1,3,4,382,150,19,20,36,26,15,34,10,9,59,25,21,136,38,36,20,65,27,80,6,3,19,9,6,6,1,2,3,2,0,1,2,25,0,2,6,1,3,15,3,0,1,4,9,17,6,2,1,1,4,2,2,1,3,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,0,4,1,9,2,3,0,4,3,2,1,0,0,15,8
55 - Ηρακλείου,134 E.T. Δήμου Ηρακλείου,530,378,1,3,4,374,144,33,20,24,43,20,29,8,12,45,22,24,145,38,39,37,61,25,75,8,6,8,8,1,6,0,0,0,0,0,0,0,24,0,3,4,1,4,11,4,2,0,6,2,14,1,1,2,2,2,2,2,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,2,1,0,3,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,2,5,6,1,2,4,4,2,0,0,0,0,3,0
55 - Ηρακλείου,135 E.T. Δήμου Ηρακλείου,548,394,4,5,9,385,154,20,15,37,34,19,27,6,13,40,26,23,166,49,35,25,70,33,83,10,3,21,15,3,3,1,1,1,0,0,1,1,25,0,5,7,1,1,18,5,2,1,4,0,6,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,19,0,5,3,3,1,2,5,0,2,2,0,0,0,3,1
55 - Ηρακλείου,136 E.T. Δήμου Ηρακλείου,564,384,2,5,7,377,169,26,18,41,47,23,42,12,13,48,27,35,118,45,22,24,57,28,54,3,6,20,10,3,4,3,0,0,1,0,0,1,20,8,1,4,1,4,12,2,2,1,3,2,15,5,1,3,0,2,0,2,1,1,7,0,1,1,0,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,1,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,3,0,0,0,2,2,0,0,0,24,0,0,4,4,1,2,5,2,4,2,4,0,0,2,1
55 - Ηρακλείου,137 E.T. Δήμου Ηρακλείου,526,368,4,2,6,362,163,31,17,32,57,14,38,14,6,50,34,19,116,43,26,15,52,19,38,9,6,13,15,5,4,0,0,0,0,0,0,0,23,8,2,3,1,2,11,3,1,0,7,1,14,0,0,2,1,2,0,0,0,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,15,4,2,3,3,2,1,2,2,0,0,0,0,3,0
55 - Ηρακλείου,138 E.T. Δήμου Ηρακλείου,543,391,5,2,7,384,128,25,17,31,34,12,27,9,6,34,21,16,153,42,28,24,77,21,78,1,11,13,9,5,5,0,0,0,0,0,0,0,29,0,1,0,0,0,15,1,1,0,9,3,20,2,2,3,2,1,0,2,5,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,3,6,1,2,5,6,5,0,0,0,0,2,0
55 - Ηρακλείου,139 E.T. Δήμου Ηρακλείου,532,383,3,1,4,379,139,25,15,33,36,21,25,9,6,41,16,18,155,42,32,27,57,32,68,13,9,20,17,5,4,2,2,1,2,0,1,2,19,0,3,8,0,2,2,2,2,0,1,4,15,1,1,3,1,4,1,5,2,1,9,3,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,1,0,1,0,0,4,2,1,1,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,3,7,0,4,2,3,4,2,2,0,0,3,0
55 - Ηρακλείου,140 E.T. Δήμου Ηρακλείου,525,381,6,2,8,373,150,26,7,35,47,20,33,12,9,42,36,20,142,43,24,27,56,31,72,6,4,28,23,4,4,0,0,0,0,0,0,0,16,0,2,2,0,1,11,1,0,0,3,0,14,4,2,4,1,2,0,2,1,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,3,2,4,4,2,2,5,3,0,0,0,0,4,0
55 - Ηρακλείου,141 E.T. Δήμου Ηρακλείου,557,389,1,4,5,384,147,37,11,35,39,21,26,14,8,45,27,18,124,40,26,19,68,27,71,4,4,21,14,1,10,3,1,2,3,2,0,1,30,0,5,6,0,3,20,3,0,2,6,2,19,3,2,2,1,1,1,5,4,0,8,3,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,5,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,27,0,3,4,7,1,4,3,1,5,2,1,0,0,6,4
55 - Ηρακλείου,142 E.T. Δήμου Ηρακλείου,492,330,5,4,9,321,131,33,13,22,36,22,25,10,7,33,38,20,100,29,24,12,38,26,42,10,4,8,17,4,4,4,3,0,1,2,0,0,26,0,4,4,0,3,12,2,2,0,7,3,21,3,5,5,3,8,2,1,4,1,16,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,9,0,3,3,3,1,1,0,0,0,2,0
55 - Ηρακλείου,143 E.T. Δήμου Ηρακλείου,486,308,6,0,6,302,123,22,11,22,19,14,24,16,12,29,17,24,112,44,24,20,50,19,53,6,5,12,15,10,5,0,0,0,0,0,0,0,11,5,3,5,0,0,5,2,0,1,4,4,14,3,0,2,0,2,1,3,2,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,2,1,1,0,2,3,2,4,0,0,0,0,8,0
55 - Ηρακλείου,144 E.T. Δήμου Ηρακλείου,501,306,4,1,5,301,133,37,10,32,36,15,22,8,6,34,35,10,83,30,21,11,37,13,37,2,1,8,7,1,5,2,0,1,1,2,2,1,38,0,6,12,2,4,21,3,1,0,5,5,10,1,1,1,2,1,1,1,4,0,5,2,9,3,0,2,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,6,0,0,0,0,1,1,1,0,0,2,1
55 - Ηρακλείου,145 E.T. Δήμου Ηρακλείου,485,306,3,2,5,301,130,28,8,19,32,14,30,6,3,35,31,23,105,45,18,21,51,19,55,3,4,7,9,3,2,0,0,0,0,0,0,0,19,6,5,7,1,0,9,3,2,1,4,1,11,3,0,1,0,3,0,1,2,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,11,5,4,10,1,0,3,3,2,0,0,0,0,1,0
55 - Ηρακλείου,146 E.T. Δήμου Ηρακλείου,487,286,3,1,4,282,111,22,17,34,24,16,16,3,3,31,34,23,105,37,22,27,47,21,41,4,4,18,5,5,0,0,0,0,0,0,0,0,21,0,3,7,2,2,9,1,0,1,0,2,8,1,1,2,0,2,1,2,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,6,0,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,2,1,5,1,1,5,3,2,0,0,0,0,2,0
55 - Ηρακλείου,147 E.T. Δήμου Ηρακλείου,504,311,4,3,7,304,117,14,11,19,33,17,22,16,5,23,34,19,114,37,25,21,41,22,47,4,4,26,13,10,8,3,1,3,1,1,0,2,10,0,2,0,0,0,6,0,2,1,1,0,10,0,1,2,0,1,2,0,1,1,3,2,5,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,10,2,2,4,1,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,4,0,1,5,0,3,1,1,0,0,10,5
55 - Ηρακλείου,148 E.T. Δήμου Ηρακλείου,483,298,2,0,2,296,122,26,18,22,37,25,32,6,5,39,25,17,80,32,13,16,31,11,36,3,3,14,8,5,4,0,0,0,0,0,0,0,40,0,8,7,4,8,24,2,0,1,10,4,12,1,2,1,0,2,0,3,2,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,7,1,1,0,1,4,0,0,0,0,4,0
55 - Ηρακλείου,149 E.T. Δήμου Ηρακλείου,520,295,2,4,6,289,107,25,10,28,32,6,17,9,1,36,34,13,106,39,14,24,43,19,44,4,5,18,10,6,5,2,0,2,1,2,1,0,14,0,4,3,1,1,7,2,1,0,1,1,17,3,0,3,3,4,3,0,2,3,12,2,4,1,0,0,1,0,0,0,0,1,0,0,5,1,1,0,3,0,0,1,3,4,3,0,0,0,3,0,3,2,0,0,6,2,1,1,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,19,0,2,1,4,1,3,2,3,0,0,0,0,0,0,0
55 - Ηρακλείου,150 E.T. Δήμου Ηρακλείου,493,335,1,2,3,332,107,17,15,21,24,12,27,4,3,29,16,18,147,56,40,36,56,14,78,5,2,17,12,3,4,0,0,0,0,0,0,0,22,0,3,4,1,1,5,2,4,0,5,1,16,3,0,4,1,5,1,2,0,0,10,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,5,1,0,0,1,2,0,0,0,0,4,0
55 - Ηρακλείου,151 E.T. Δήμου Ηρακλείου,490,295,4,1,5,290,115,7,10,19,46,18,23,6,6,35,18,20,117,52,19,21,46,21,56,4,7,13,6,5,2,0,0,0,0,0,0,0,14,0,3,2,1,1,5,2,0,1,3,0,11,6,1,0,1,1,1,1,2,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,3,3,5,1,1,2,1,2,0,0,0,0,3,0
55 - Ηρακλείου,152 E.T. Δήμου Ηρακλείου,495,336,2,8,10,326,118,15,15,17,31,30,23,3,9,31,21,18,120,47,27,28,50,20,55,2,3,14,17,2,4,3,1,2,0,3,0,1,25,0,4,5,2,2,15,1,0,0,3,2,12,1,1,0,0,2,1,1,1,1,4,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,11,3,0,1,1,2,4,1,1,6,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,20,0,6,1,1,0,2,0,7,2,1,1,0,0,1,1
55 - Ηρακλείου,153 E.T. Δήμου Ηρακλείου,503,308,4,8,12,296,109,11,10,38,32,16,32,14,6,18,20,12,112,40,22,19,43,27,58,6,8,15,5,8,6,2,1,0,1,2,2,1,18,0,1,2,0,3,11,4,1,2,4,1,14,3,2,3,0,4,1,4,4,0,10,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,3,2,3,4,3,3,1,3,1,2,0,0,3,2
55 - Ηρακλείου,154 E.T. Δήμου Ηρακλείου,491,282,5,1,6,276,88,19,8,22,33,4,11,6,3,24,20,12,126,43,27,24,50,22,56,6,8,22,9,4,5,1,0,2,0,1,1,2,18,0,5,2,0,0,11,6,2,0,3,0,13,1,0,2,0,1,0,6,6,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,1,2,0,0,1,2,1,0,1,0,0,2,1
