ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,162 E.T. Δήμου Ζίτσας,452,278,2,3,5,273,128,6,17,72,14,12,21,42,53,17,13,11,16,12,1,8,9,1,2,2,6,0,28,16,6,0,6,6,5,0,32,15,1,0,13,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,5,1,2,0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,2,0,4,0,2,1,1,3,1,0,0,0,0,0,3,2,1,2
18 - Ιωαννίνων,163 E.T. Δήμου Ζίτσας,121,54,0,0,0,54,20,0,6,6,2,0,4,4,15,2,4,7,1,1,2,5,2,0,0,0,1,1,7,4,1,0,0,5,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,164 E.T. Δήμου Ζίτσας,459,214,3,2,5,209,106,13,23,28,17,3,39,24,27,8,6,4,4,16,5,2,1,0,0,0,1,1,17,9,6,3,6,5,0,1,43,29,1,6,12,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0,5,3,1,3,3,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,165 E.T. Δήμου Ζίτσας,378,218,0,3,3,215,63,12,8,17,3,2,21,12,40,6,3,7,8,10,1,6,4,0,1,0,2,1,29,18,6,2,8,5,2,0,54,31,1,6,19,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,13,0,0,0,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,166 E.T. Δήμου Ζίτσας,130,52,3,0,3,49,23,0,1,16,2,2,8,10,16,3,0,4,10,9,0,1,2,2,0,0,0,0,3,2,2,0,0,1,1,0,2,1,0,0,1,0,0,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18 - Ιωαννίνων,167 E.T. Δήμου Ζίτσας,376,155,1,0,1,154,68,5,8,14,18,1,14,19,41,9,5,6,20,11,1,11,3,0,0,2,2,0,15,7,7,1,1,8,0,0,12,8,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,1,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,168 E.T. Δήμου Ζίτσας,218,108,1,0,1,107,35,1,1,9,4,0,13,13,32,14,5,9,9,12,1,4,3,1,0,0,2,1,17,11,5,1,2,1,1,0,8,1,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,169 E.T. Δήμου Ζίτσας,191,84,3,0,3,81,20,4,3,6,5,0,4,8,36,9,5,22,12,8,0,6,5,4,1,4,1,0,6,2,0,0,0,0,2,0,6,2,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0
18 - Ιωαννίνων,170 E.T. Δήμου Ζίτσας,70,29,0,0,0,29,14,0,0,3,4,0,8,8,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,7,0,1,6,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,171 E.T. Δήμου Ζίτσας,119,60,0,0,0,60,22,2,4,6,1,2,7,5,27,7,10,1,6,9,3,4,0,0,0,0,0,0,3,1,1,0,0,0,2,0,4,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18 - Ιωαννίνων,172 E.T. Δήμου Ζίτσας,218,71,0,3,3,68,33,1,4,15,2,0,9,7,16,6,1,5,6,3,0,2,4,0,0,1,0,1,7,2,0,1,2,1,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,173 E.T. Δήμου Ζίτσας,276,116,1,0,1,115,35,3,11,16,5,5,5,14,50,10,8,15,6,31,1,3,2,2,1,0,1,0,16,11,1,6,4,0,7,1,4,4,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
18 - Ιωαννίνων,174 E.T. Δήμου Ζίτσας,86,33,0,1,1,32,15,1,4,6,2,0,7,2,11,6,4,0,6,3,0,0,1,0,1,0,1,0,2,0,1,0,0,2,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,175 E.T. Δήμου Ζίτσας,175,79,0,1,1,78,29,9,7,9,8,2,4,8,31,4,5,2,25,5,0,10,4,3,1,3,1,0,4,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1
18 - Ιωαννίνων,176 E.T. Δήμου Ζίτσας,173,82,0,0,0,82,23,2,1,4,1,0,7,5,47,19,9,11,15,12,10,8,0,0,0,0,0,0,5,2,0,1,0,3,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,177 E.T. Δήμου Ζίτσας,117,52,0,0,0,52,22,4,3,10,3,0,3,2,12,11,2,4,1,1,0,1,0,0,0,0,0,0,6,4,0,0,2,0,2,0,9,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
18 - Ιωαννίνων,178 E.T. Δήμου Ζίτσας,403,176,0,0,0,176,87,16,18,22,10,4,22,25,64,13,16,21,22,25,0,7,1,0,0,0,1,1,19,7,1,5,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
18 - Ιωαννίνων,179 E.T. Δήμου Ζίτσας,144,62,0,1,1,61,28,2,4,5,2,6,8,8,21,13,2,6,6,4,4,2,1,1,0,0,1,0,2,1,0,0,0,0,1,0,4,1,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,180 E.T. Δήμου Ζίτσας,283,161,0,0,0,161,78,7,7,29,12,2,24,20,26,10,4,14,5,9,1,2,0,0,0,0,0,0,13,4,4,0,8,1,1,2,24,6,1,0,6,4,1,14,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,7,3,7,3,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
18 - Ιωαννίνων,181 E.T. Δήμου Ζίτσας,243,90,2,0,2,88,27,2,3,7,7,2,12,9,30,8,1,13,9,14,4,7,4,1,0,0,2,2,7,6,1,0,0,2,1,0,6,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0,0,3,2,1,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,182 E.T. Δήμου Ζίτσας,355,147,1,0,1,146,67,7,6,8,10,1,18,18,38,9,6,4,12,15,2,6,1,0,0,0,0,0,13,5,2,2,3,6,2,0,4,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,1,0,1,0,0,11,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,183 E.T. Δήμου Ζίτσας,105,30,0,0,0,30,13,1,0,4,0,0,11,0,7,4,0,3,1,2,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,5,1,1,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,184 E.T. Δήμου Ζίτσας,69,27,0,0,0,27,5,0,0,3,0,1,2,3,6,2,0,1,5,3,0,0,0,0,0,0,0,0,11,6,2,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,185 E.T. Δήμου Ζίτσας,393,138,1,1,2,136,46,2,4,8,4,3,17,13,61,17,9,19,17,27,4,10,1,0,0,0,0,0,12,5,4,0,3,3,4,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0
18 - Ιωαννίνων,186 E.T. Δήμου Ζίτσας,558,372,9,5,14,358,142,15,26,30,24,15,40,48,146,40,21,29,45,38,17,27,12,4,1,4,4,1,27,6,6,1,11,9,7,1,4,1,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,6,3,0,2,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,3,0,2,1,0,2,0,1,1,1,0,5,3,0,2
18 - Ιωαννίνων,187 E.T. Δήμου Ζίτσας,210,156,1,1,2,154,65,4,7,19,4,13,34,22,39,9,10,7,9,13,5,14,1,0,0,0,0,0,3,1,1,0,1,1,0,0,14,11,0,1,3,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,3,1,0,1,2,2,5,0,2,0,3,1,3,3,0,0,0,0,0,0,0,0,10,0,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0
18 - Ιωαννίνων,188 E.T. Δήμου Ζίτσας,410,280,8,3,11,269,121,11,10,38,7,3,16,30,66,15,13,13,22,20,3,10,3,2,0,2,1,1,51,15,15,1,30,13,2,1,7,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,2,3,0,0,0,0,1,2,1,0,1,4,0,1,0,0,0,0,0,0,0,0,5,1,1,1,0,1,2,0,0,0,0,1,1,0,1,1
18 - Ιωαννίνων,189 E.T. Δήμου Ζίτσας,133,81,1,1,2,79,16,1,3,3,1,5,2,6,34,10,7,5,7,15,1,13,1,1,0,0,1,0,8,4,2,0,2,3,2,1,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
18 - Ιωαννίνων,190 E.T. Δήμου Ζίτσας,326,227,0,3,3,224,79,3,11,27,13,8,20,26,42,10,2,5,4,21,6,10,3,1,2,1,1,1,13,3,1,0,8,2,6,1,61,19,3,8,18,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,2,1,0,1,1,1,0,0,0,0,0,2,1,1,0
18 - Ιωαννίνων,191 E.T. Δήμου Ζίτσας,423,308,4,0,4,304,109,5,16,34,17,7,30,45,75,17,15,10,24,23,4,23,4,0,1,0,0,0,29,7,12,1,10,13,6,1,48,16,0,8,16,4,2,18,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,11,3,2,2,1,4,8,2,1,0,1,0,7,0,0,0,2,2,1,0,1,0,0,0,0,0,0,9,0,2,1,3,2,0,0,0,0,0,0,4,0,0,0
18 - Ιωαννίνων,192 E.T. Δήμου Ζίτσας,396,218,3,1,4,214,90,4,13,8,1,13,29,21,70,14,13,15,12,24,9,12,7,2,0,5,2,0,11,0,3,2,3,2,2,1,17,4,0,1,2,4,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,0,3,0,0,0,0,3,0,0,0,0
18 - Ιωαννίνων,193 E.T. Δήμου Ζίτσας,538,380,11,2,13,367,123,16,13,30,23,14,28,36,131,16,28,19,42,44,8,55,6,1,0,0,2,2,29,4,6,2,13,3,9,0,27,9,2,1,6,9,3,5,6,1,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,2,3,3,3,2,4,0,0,0,2,0,2,0,0,0,3,0,0,0,2,0,3,1,0,1,0,7,0,0,1,0,1,5,1,1,2,0,0,6,3,1,2
18 - Ιωαννίνων,194 E.T. Δήμου Ζίτσας,523,348,5,2,7,341,127,14,17,45,31,5,28,50,102,21,14,16,42,28,3,45,9,4,0,2,4,1,40,7,6,6,11,11,11,7,32,14,2,0,6,9,2,8,2,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10,3,1,1,2,1,2,0,0,0,0,0,4,1,2,2
18 - Ιωαννίνων,195 E.T. Δήμου Ζίτσας,555,342,6,2,8,334,162,17,19,40,35,14,49,49,87,23,17,14,23,30,1,34,9,1,1,2,3,1,22,0,6,5,16,4,5,1,26,16,2,1,5,3,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,9,4,1,3,2,2,1,0,1,0,1,0,3,0,3,1
18 - Ιωαννίνων,196 E.T. Δήμου Ζίτσας,521,363,6,2,8,355,132,14,22,25,29,7,35,31,137,30,32,27,28,53,7,49,6,3,1,1,3,0,31,6,8,2,18,4,2,4,22,10,0,0,9,1,0,5,2,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,2,0,2,0,10,2,1,1,1,2,0,0,0,0,0,0,3,1,2,2
18 - Ιωαννίνων,197 E.T. Δήμου Ζίτσας,525,367,1,1,2,365,144,10,17,40,24,13,42,42,128,21,5,18,37,31,3,81,10,3,1,4,5,2,26,4,4,7,11,2,9,0,24,12,0,0,3,1,0,8,3,0,1,0,0,0,1,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,7,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,1,6,2,0,1,1,2,1,0,1,0,1,0,7,0,4,1
