ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευαγγέλου,ΛΥΚΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΤΕΛΚΗ ΚΥΠΑΡΙΣΣΙΑ (ΠΑΡΗ) του Νικολάου,ΠΡΑΤΣΟΛΗΣ  ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Κλεάνθη,ΣΙΜΩΣΗ ΓΕΩΡΓΙΑ του Αθανασίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ  ΜΙΛΤΙΑΔΗΣ του Ευαγγέλου,Νέα Δημοκρατία,ΑΡΓΥΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΜΑΝΩΛΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΙΜΙΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αλεξάνδρου,ΠΑΠΠΑ ΑΝΝΑ του Δημητρίου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΑΧΑΡΙΑΔΟΥ ΟΥΡΑΝΙΑ του Βασιλείου,ΚΑΡΑΓΑΣΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΚΕΛΕΠΟΥΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΤΡΩΝΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΜΠΑΡΜΠΟΥΡΗΣ Ευάγγελος του Σπυρίδωνος,ΜΠΟΥΡΝΙΩΤΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΑΛΛΗ ΙΩΑΝΝΑ του Αναστασίου,ΧΑΛΙΩΤΗ ΑΡΓΥΡΩ του Ελευθερίου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Αγγέλου,ΜΠΟΥΡΟΔΗΜΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ - ΝΙΚΟΛΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΠΑΠΑΔΙΟΧΟΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΣΗΜΙΝΑ (ΜΙΝΑ) του Δημητρίου,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Ταξιάρχη,ΣΕΠΕΤΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Βελισσαρίου,ΝΤΟΥΡΟΥ ΙΩΑΝΝΑ (ΣΟΦΙΑ) του Πέτρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου - Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Σταμούλη,ΝΤΑΡΛΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΕΤΤΑ ΕΛΕΝΗ του Σταύρου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΝΙΚΟΛΑΟΣ του Αθανασίου,Ο.Κ.Δ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΦΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΜΕΘΕΝΙΤΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Αναστασίου,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΚΩΝΣΤΑΝΤΑΓΚΑ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΛΑΜΠΡΙΝΟΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ (ΤΑΜΜΥ) του Κυριάκου,ΧΑΪΤΑΣ ΗΛΙΑΣ του Χαράλαμπου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΠΟΛΙΤΗΣ ΝΙΚΟΛΑΟΣ του Ευαγγέλου,ΠΡΩΤΟΝΟΤΑΡΙΟΥ ΑΡΤΕΜΗΣΙΑ του Νικολάου,ΣΙΜΙΤΖΗ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΖΑΝΙΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Εμμανουήλ,ΚΑΝΤΟΥΡΟΣ ΣΤΥΛΙΑΝΟΣ του Βασιλείου,ΝΤΟΥΜΑ ΑΡΙΑΔΝΗ του Νικολάου,ΡΟΥΤΣΗΣ ΠΑΣΧΑΛΗΣ του Βασιλείου,ΧΑΤΖΗΘΕΟΔΩΡΟΥ ΔΗΜΗΤΡΑ του Στυλιανού,Λαϊκή Ενότητα,ΓΚΙΜΤΣΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΛΑΜΠΡΟΥ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΤΑΜΠΟΥΡΑΤΖΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΜέΡΑ25,ΑΒΔΕΛΑΣ ΕΥΑΓΓΕΛΟΣ του Λεωνίδα,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΣΙΤΗ ΔΕΣΠΟΙΝΑ του Μαρσέλου,ΠΑΠΑΪΩΑΝΝΟΥ ΙΩΑΝΝΗΣ του Δημήτρη,ΣΚΙΑΔΑΡΕΣΗ ΑΝΝΑ του Γεράσιμου,ΤΡΙΜΙΝΤΖΙΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΔΡΑΚΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Παναγιώτη,ΚΑΤΣΟΣ ΒΑΓΙΑΣ του Δημητρίου,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΚΡΟΤΣΕΤΗ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΣΙΡΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΙΝΤΖΙΦΙΡΗ ΕΛΕΝΗ του Αλεξάνδρου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου
37 - Ευβοιας,157 E.T. Δήμου Καρύστου,244,149,3,0,3,146,36,5,14,1,1,2,4,2,11,69,3,19,0,26,49,0,1,2,11,1,4,4,1,3,0,1,1,4,0,2,0,0,0,1,0,0,9,0,0,9,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,2,2
37 - Ευβοιας,158 E.T. Δήμου Καρύστου,399,134,1,1,2,132,28,2,4,1,2,0,0,3,2,74,3,10,0,24,55,0,3,6,3,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,8,0,0,6,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,159 E.T. Δήμου Καρύστου,250,105,1,1,2,103,28,2,3,4,3,3,1,8,3,59,3,7,0,27,42,0,2,0,5,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,160 E.T. Δήμου Καρύστου,532,307,2,4,6,301,93,16,22,12,13,7,2,17,14,124,2,17,1,24,98,3,8,19,8,0,0,0,0,0,0,0,0,16,0,11,1,2,1,7,0,0,25,3,0,19,0,4,11,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,11,1,2,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,2,1,2,0,2,3,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,161 E.T. Δήμου Καρύστου,539,276,8,3,11,265,80,11,28,14,11,7,4,12,15,118,3,7,3,11,99,5,11,20,3,2,0,1,1,1,0,0,0,5,0,2,1,0,0,3,0,1,23,0,0,18,2,2,12,3,1,3,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,7,1,2,2,2,1,0,0,0,0,5,1,1,1,2,1,1,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0
37 - Ευβοιας,162 E.T. Δήμου Καρύστου,537,303,3,5,8,295,81,10,20,8,16,4,3,8,14,132,8,7,5,26,102,1,13,18,5,0,0,0,0,0,0,0,0,18,0,13,2,0,0,7,0,2,24,3,1,21,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,7,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,2,1,2,1,2,3,0,0,0,0,0,0,9,0,0
37 - Ευβοιας,163 E.T. Δήμου Καρύστου,70,43,0,1,1,42,4,0,2,0,1,0,0,3,1,37,0,19,0,8,30,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,164 E.T. Δήμου Καρύστου,247,164,0,0,0,164,37,0,13,10,7,0,0,6,7,102,1,23,2,26,85,0,8,15,0,0,0,0,0,0,0,0,0,6,1,6,2,0,0,1,1,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,165 E.T. Δήμου Καρύστου,335,191,2,0,2,189,45,8,3,7,3,2,2,5,20,100,2,19,1,16,83,2,4,8,10,0,0,0,0,0,0,0,0,5,5,2,0,0,1,0,1,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,166 E.T. Δήμου Καρύστου,534,291,0,2,2,289,91,16,13,11,8,3,7,14,36,152,22,45,3,39,96,7,6,37,2,0,0,0,0,0,0,0,0,7,0,2,0,1,1,4,0,0,9,3,1,0,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,167 E.T. Δήμου Καρύστου,335,134,0,0,0,134,37,5,5,4,6,0,4,3,17,71,9,16,4,22,38,6,4,23,2,1,0,0,1,0,0,1,1,7,0,6,1,1,0,1,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,168 E.T. Δήμου Καρύστου,406,142,4,0,4,138,55,1,9,6,2,4,1,5,20,65,7,15,5,25,36,1,4,11,1,0,0,0,0,0,0,0,0,6,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,169 E.T. Δήμου Καρύστου,500,287,3,2,5,282,95,14,32,16,6,6,4,12,18,122,9,36,2,33,40,2,13,40,5,3,1,1,1,1,1,1,0,11,0,5,6,1,1,1,0,0,8,3,1,4,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,2,3,6,2,7,0,0,0,0,3,0,0,2,0,1,0,1,1,1,0,3,0,0,1,0,2,1,3,1,1,0,1,1,0,4,3,3
37 - Ευβοιας,170 E.T. Δήμου Καρύστου,440,220,2,0,2,218,69,13,27,7,7,4,2,8,11,91,12,22,8,31,30,2,10,23,9,2,0,0,1,1,0,2,1,20,0,12,2,2,2,1,0,2,7,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,7,4,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,1,3,2,3,0,0,0,0,6,5,2
37 - Ευβοιας,171 E.T. Δήμου Καρύστου,406,197,1,5,6,191,54,8,18,9,6,6,3,13,4,94,9,25,6,32,41,2,11,15,7,0,0,0,0,0,0,0,0,4,4,3,0,0,0,1,0,0,5,1,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,172 E.T. Δήμου Καρύστου,291,131,1,2,3,128,45,10,12,8,3,3,1,7,10,62,8,16,2,27,38,2,2,11,3,0,0,0,0,0,0,0,0,10,10,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,173 E.T. Δήμου Καρύστου,402,236,3,0,3,233,83,15,35,11,9,5,6,11,18,83,10,22,4,20,48,0,10,22,8,2,2,1,0,0,0,3,2,11,0,9,3,0,1,0,0,1,4,1,1,1,0,1,0,0,0,2,1,1,0,0,1,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,23,11,3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,2,4,3,0,2,0,0,1,1,3,1,1
37 - Ευβοιας,174 E.T. Δήμου Καρύστου,498,271,1,1,2,269,79,9,21,13,9,9,3,19,27,126,8,14,9,19,79,3,14,30,2,0,0,0,0,0,0,0,0,22,0,11,1,1,2,4,2,1,6,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,17,11,2,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,175 E.T. Δήμου Κύμης - Αλιβερίου,391,279,1,1,2,277,113,5,39,14,18,3,2,24,40,79,8,17,8,41,14,3,9,16,2,0,0,0,0,1,1,0,0,33,0,11,4,1,9,9,0,0,26,1,0,20,1,2,4,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,1,0,4,0,1,0,0,1,0,4,1,1
37 - Ευβοιας,176 E.T. Δήμου Κύμης - Αλιβερίου,508,312,5,1,6,306,120,21,48,7,25,7,5,20,35,107,16,25,10,54,13,3,16,33,3,0,0,0,1,0,0,1,0,34,0,10,0,2,10,24,0,4,8,3,1,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,1,2,1,0,3,0,0,0,0,0,0,7,0,0
37 - Ευβοιας,177 E.T. Δήμου Κύμης - Αλιβερίου,487,306,4,1,5,301,119,16,25,3,17,4,2,33,35,95,13,28,8,25,17,3,13,38,6,4,0,0,0,0,0,2,1,40,0,22,2,1,1,22,1,1,11,0,0,5,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11,2,1,1,5,0,1,0,0,0,0,3,1,1,0,0,0,0,5,0,5,0,5,1,0,1,0,1,0,2,0,1,1,0,0,0,2,0,0
37 - Ευβοιας,178 E.T. Δήμου Κύμης - Αλιβερίου,482,302,0,0,0,302,109,9,24,10,13,2,3,23,23,102,17,31,9,31,10,12,12,25,4,0,0,0,0,0,0,0,0,49,0,11,5,1,12,28,0,2,11,0,1,6,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,0,2,0,1,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,179 E.T. Δήμου Κύμης - Αλιβερίου,485,295,5,0,5,290,113,45,39,10,19,1,7,26,22,87,19,8,14,27,5,7,9,22,8,2,2,0,0,2,0,0,0,51,0,7,5,2,20,29,2,0,5,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,2,3,1,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,1,3,2,1,0,1,0,0,0,0,0,0,1,1,0
37 - Ευβοιας,180 E.T. Δήμου Κύμης - Αλιβερίου,453,259,2,1,3,256,99,11,25,7,14,7,6,33,57,68,14,22,16,25,11,3,3,21,8,1,0,3,0,0,0,0,0,49,11,13,0,4,13,38,1,0,5,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,3,1,2,2,0,3,0,0,0,0,4,1,1,0,2,0,1,0,0,0,0,5,2,0,1,0,0,5,0,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,181 E.T. Δήμου Κύμης - Αλιβερίου,285,182,1,0,1,181,76,8,16,4,24,3,6,15,15,44,7,4,7,17,10,7,3,11,2,1,0,0,0,0,0,1,0,18,0,7,1,1,2,10,1,0,26,1,1,18,2,1,14,2,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,182 E.T. Δήμου Κύμης - Αλιβερίου,383,244,2,0,2,242,85,6,18,5,24,1,4,23,20,60,18,6,9,19,8,4,7,10,3,0,0,0,0,0,0,1,1,36,10,13,1,3,4,17,0,0,39,1,0,27,1,6,20,1,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,4,1,1
37 - Ευβοιας,183 E.T. Δήμου Κύμης - Αλιβερίου,549,275,1,3,4,271,76,4,14,3,27,2,3,9,23,138,21,69,9,93,28,3,17,28,3,0,0,0,0,0,0,0,0,23,0,8,1,4,2,10,1,0,7,3,2,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,4,2,1,5,0,0,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,184 E.T. Δήμου Κύμης - Αλιβερίου,578,305,0,1,1,304,83,9,25,11,22,4,7,17,29,114,24,27,2,82,18,2,13,27,6,2,0,1,3,2,1,1,0,57,0,6,6,43,12,17,5,3,8,1,0,3,0,2,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,18,5,4,4,5,2,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,8,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,1
37 - Ευβοιας,185 E.T. Δήμου Κύμης - Αλιβερίου,480,312,1,2,3,309,117,9,29,11,12,7,6,20,18,104,25,6,5,51,10,1,14,20,4,1,0,0,0,1,0,0,0,44,0,18,9,0,6,23,1,1,19,1,0,11,0,5,4,1,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,1,1,1,0,1,0,0,0,0,2,2,1
37 - Ευβοιας,186 E.T. Δήμου Κύμης - Αλιβερίου,227,143,0,0,0,143,44,8,7,5,5,3,3,13,5,58,9,11,7,24,5,4,14,20,2,0,0,1,0,1,0,0,0,8,3,1,2,0,0,4,1,1,10,0,0,8,0,1,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,10,2,1,3,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,0,0,3,2,0
37 - Ευβοιας,187 E.T. Δήμου Κύμης - Αλιβερίου,460,271,2,1,3,268,93,19,31,21,15,7,3,19,20,98,8,11,13,28,10,9,37,10,8,0,2,2,2,1,0,1,0,24,0,6,4,0,2,13,0,1,6,1,0,3,1,1,1,0,0,11,8,3,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,3,4,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,1,1,0,1,1,2,0,0,1,1,0,0,3,1,2
37 - Ευβοιας,188 E.T. Δήμου Κύμης - Αλιβερίου,315,197,2,1,3,194,38,2,6,2,13,0,3,11,5,103,17,15,61,31,17,2,4,7,6,0,0,0,0,0,0,0,0,25,6,13,0,5,7,12,1,0,4,0,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,189 E.T. Δήμου Κύμης - Αλιβερίου,322,214,3,2,5,209,50,3,11,3,14,0,3,20,15,110,19,19,80,28,26,1,6,2,1,0,0,0,0,0,0,0,0,29,0,12,0,5,4,12,2,1,3,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,2,0,2,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,190 E.T. Δήμου Κύμης - Αλιβερίου,157,91,1,1,2,89,27,4,7,6,2,2,0,12,2,28,6,1,10,15,4,1,2,3,1,0,0,0,0,0,0,0,0,21,0,15,0,0,6,1,2,0,7,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,191 E.T. Δήμου Κύμης - Αλιβερίου,482,259,2,0,2,257,109,13,29,3,21,4,12,44,6,83,20,23,18,29,21,1,4,13,1,0,0,0,0,0,0,1,0,31,0,16,1,0,8,20,2,0,15,1,0,10,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,2,0,0,0,2,0,3,1,1
