ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΑΚΗΣ) του Αθανασίου,ΚΑΡΑΠΑΤΑΚΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΚΟΚΚΙΝΑΚΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΚΟΥΤΣΙΦΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΜΠΑΛΛΗΣ ΣΥΜΕΩΝ (ΜΑΚΗΣ) του Γεωργίου,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΟΥ ΖΑΦΕΙΡΟΥΛΑ του Χαράλαμπου,ΚΑΛΤΣΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΤΣΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΛΑΧΑΚΗ ΜΑΡΙΑ του Χρήστου,ΗΛΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΑΛΟΥΤΣΑΣ ΑΡΤΕΜΙΟΣ του Ματθαίου,ΚΩΣΤΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΙΦΙΓΕΝΕΙΑ (ΕΦΗ) του Αθανασίου,ΠΕΤΡΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ (ΑΚΗΣ ) του Ιωάννη,ΣΥΡΟΣ ΓΕΩΡΓΙΟΣ του Χρίστου,ΣΥΡΤΑΔΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΙΩΑΝΝΗΣ του Ιωάννη,ΜΠΕΛΤΖΕΝΙΤΗ ΜΑΓΔΑΛΗΝΗ (Μάνια) του Χρήστου,ΠΛΑΣΤΑΡΑΣ ΤΡΥΦΩΝ του Ευσταθίου,ΣΑΚΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΦΟΡΤΟΥΝΑ ΕΛΕΝΗ του Νικολάου,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΦΩΤΙΟΣ του Ιωάννη,ΧΑΥΤΟΥΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΧΡΙΣΤΟΔΟΥΛΙΑ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΚΡΙΒΟΥ ΜΥΡΤΩ του Αποστόλου,ΡΗΓΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Αποστόλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΡΟΥΣΗ - ΚΩΤΗ ΑΓΟΡΗ (ΡΙΤΣΑ) του Γεωργίου,ΡΟΥΣΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΤΕΡΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ελευθερίου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΤΣΑΛΟΥΧΑΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ένωση Κεντρώων,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ-ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ του Κωνσταντίνου,ΜΠΟΓΟΣΙΑΝ ΑΡΑΜ του Χραντ,ΠΕΤΣΗΣ ΙΩΑΝΝΗΣ του Ευρυπίδη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΥΤΥΧΙΑ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΓΓΙΝΑ ΗΡΩ του Θεοδοσίου,ΠΑΠΑΕΥΣΤΑΘΙΟΥ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΣΚΟΥΦΟΓΛΟΥ ΕΜΜΑΝΟΥΗΛ - ΣΤΥΛΙΑΝΟΣ του Παναγιώτη,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΧΟΥΛΙΑΡΑ ΓΡΑΜΜΑΤΟΥΛΑ (ΜΑΤΙΝΑ) του Βασιλείου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΚΑΜΠΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνα-Εμμανουήλ,ΚΑΤΣΑΜΠΑΣ ΒΑΪΟΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,ΡΟΪΔΗ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ιωάννη,ΧΑΤΖΟΠΟΥΛΟΥ ΕΛΕΝΗ χήρα Γεωργίου,ΧΛΕΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΜΗΛΙΟΡΔΟΥ ΕΛΕΝΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΓΙΑΝΝΙΤΣΑΚΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΜΑΡΚΑΤΑ ΑΘΑΝΑΣΙΑ του Ευθυμίου,ΜΠΕΝΟΥ ΑΝΘΟΥΛΑ-ΕΙΡΗΝΗ του Θεοδώρου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΠΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Λεωνίδα,ΤΣΑΚΑΝΙΚΑΣ ΑΠΟΣΤΟΛΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΑΒΤΖΗΑΣΛΑΝ ΑΠΟΣΤΟΛΟΣ του Φανουρίου,ΜΑΡΚΟΒΗ ΜΑΡΙΑ του Σταύρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΙΡΙΣ - ΑΣΗΜΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αριστοτέλη,ΒΛΑΣΣΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΚΟΥΜΠΑΡΕΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ του Παναγιώτου,Λαϊκή Ενότητα,ΑΥΓΕΡΙΝΟΥ-ΚΟΥΝΑΤΙΔΗ ΕΛΕΝΗ του Ηλία,ΓΙΑΝΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΓΕΛΟΥΣΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΒΛΑΧΟΣ ΙΩΑΝΝΗΣ του Μιλτιάδη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΠΟΣΤΟΛΟΣ-ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΙΡΜΙΖΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΑΝΝΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΕΛΛΙΟΥ ΜΑΡΙΑ του Βλασίου,ΓΕΩΡΓΟΥΔΗΣ ΔΙΑΝΕΛΟΣ του Γεωργίου,ΠΑΠΑΠΟΣΤΟΛΟΥ ΗΛΙΑΣ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα
23 - Μαγνησίας,148 E.T. Δήμου Βόλου,538,335,5,2,7,328,112,19,5,11,6,38,13,36,23,106,7,24,21,28,26,31,13,14,11,2,6,2,0,0,3,0,1,19,2,1,3,4,1,2,6,1,17,1,4,4,5,2,6,2,2,4,2,1,1,0,0,2,0,0,2,1,0,0,1,0,2,0,0,2,0,0,2,0,0,0,0,21,7,3,5,1,4,1,4,3,3,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,16,3,3,0,1,3,3,1,1,1,0,12,4,5,5
23 - Μαγνησίας,149 E.T. Δήμου Βόλου,532,345,7,4,11,334,131,12,4,17,7,59,6,38,34,121,2,22,32,29,35,48,9,15,11,3,9,2,0,2,1,0,0,13,3,1,1,3,3,0,4,1,22,4,1,7,4,1,9,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,8,2,1,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,1,0,5,3,2,1,1,0,3,0,3,1
23 - Μαγνησίας,150 E.T. Δήμου Βόλου,559,355,8,5,13,342,119,10,4,13,8,38,4,38,18,106,2,35,19,19,28,42,10,7,13,1,7,3,2,1,1,0,0,29,5,1,7,9,2,1,12,1,21,1,1,4,6,5,8,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,1,3,2,0,1,0,11,1,0,4,2,0,2,2,0,0,0,0,0,1,1,0,4,1,0,0,0,1,1,0,0,0,0,0,16,4,3,3,3,3,4,5,2,1,0,8,3,3,5
23 - Μαγνησίας,151 E.T. Δήμου Βόλου,535,336,6,3,9,327,110,11,5,11,6,39,5,35,29,116,5,33,20,30,22,43,13,10,8,0,5,3,0,1,0,1,0,17,5,1,6,5,0,2,3,0,19,5,2,8,3,1,3,2,3,5,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,2,13,3,2,0,3,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,15,0,6,0,4,2,6,2,1,1,1,10,3,5,3
23 - Μαγνησίας,152 E.T. Δήμου Βόλου,542,343,7,3,10,333,125,9,4,14,5,41,15,46,34,129,4,26,34,30,37,53,11,6,18,1,12,1,2,3,5,0,0,17,6,2,5,2,2,0,6,1,8,1,0,2,3,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,2,5,3,2,3,2,2,1,0,0,0,0,0,0,4,1,1,0,1,1,2,1,0,0,0,0,13,1,1,2,0,1,4,0,0,0,0,3,0,1,0
23 - Μαγνησίας,153 E.T. Δήμου Βόλου,543,334,9,1,10,324,122,9,7,18,8,40,8,36,32,116,4,20,32,23,23,46,9,11,12,2,8,3,1,0,1,1,0,25,6,2,7,5,3,2,7,2,11,0,2,4,3,2,2,2,0,5,1,3,0,0,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,1,1,0,0,17,2,1,10,0,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,2,1,2,1,1,0,3,1,0,1
23 - Μαγνησίας,154 E.T. Δήμου Βόλου,547,333,6,2,8,325,113,11,9,20,9,37,5,37,32,110,1,21,33,36,26,33,11,11,15,0,11,2,1,0,1,1,0,10,3,3,0,2,4,2,0,0,29,3,1,13,8,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,19,0,3,5,1,4,0,4,2,1,0,0,0,0,0,0,4,1,2,0,1,0,1,5,1,3,1,2,8,0,1,0,0,2,0,2,0,0,0,8,4,3,3
23 - Μαγνησίας,155 E.T. Δήμου Βόλου,558,350,3,6,9,341,108,19,7,13,1,29,5,24,27,135,2,36,30,28,26,43,5,14,15,1,5,2,2,1,2,1,0,14,4,1,3,5,1,0,6,1,14,2,1,5,3,1,1,1,1,6,3,2,2,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,6,2,1,1,2,1,0,0,0,0,0,0,0,5,1,1,0,1,1,2,1,1,0,0,1,20,5,2,0,2,3,2,2,0,1,0,4,1,1,3
23 - Μαγνησίας,156 E.T. Δήμου Βόλου,535,343,8,0,8,335,109,8,4,10,6,24,8,37,27,101,4,31,32,21,23,31,13,8,16,0,8,2,0,1,0,4,0,26,8,0,3,6,2,5,7,2,32,2,2,9,6,3,11,1,1,7,1,1,0,0,1,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,16,3,2,7,0,1,2,2,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3,1,0,0,0,8,1,2,0,0,1,0,0,0,0,0,10,3,4,5
23 - Μαγνησίας,157 E.T. Δήμου Βόλου,530,331,5,3,8,323,109,15,7,16,6,37,6,33,20,115,6,31,34,35,29,32,11,9,13,1,12,1,0,0,2,2,1,17,5,0,1,2,0,0,5,1,23,0,1,11,11,1,11,2,2,6,2,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,3,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,17,0,3,2,1,3,2,2,1,0,0,4,1,1,1
23 - Μαγνησίας,158 E.T. Δήμου Βόλου,534,321,3,2,5,316,127,12,3,18,11,33,7,29,24,92,6,24,24,27,23,26,11,8,22,2,14,5,0,1,2,0,1,19,6,0,5,2,2,1,9,2,12,2,1,6,1,0,6,0,0,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,2,2,0,1,1,2,0,0,0,0,0,0,0,3,0,1,0,0,3,2,1,0,0,1,1,11,5,1,0,1,0,0,5,0,1,0,4,0,1,1
23 - Μαγνησίας,159 E.T. Δήμου Βόλου,537,336,6,1,7,329,124,12,5,20,9,35,4,46,25,107,3,26,20,28,26,39,9,13,15,3,12,3,1,1,1,2,0,21,10,2,6,4,2,0,8,5,19,4,3,4,5,1,8,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,14,1,0,6,0,1,0,4,4,1,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,11,2,5,0,3,2,1,3,1,0,0,7,4,5,2
23 - Μαγνησίας,160 E.T. Δήμου Βόλου,535,327,2,2,4,323,113,18,7,8,9,25,8,32,29,100,3,20,23,21,22,35,13,9,13,0,0,0,0,0,0,0,0,22,8,0,5,5,2,0,6,1,25,0,3,15,3,1,11,0,5,4,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,0,5,1,4,0,1,4,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,0,0,0,2,16,6,4,2,2,2,3,3,0,0,0,5,2,1,1
23 - Μαγνησίας,161 E.T. Δήμου Βόλου,535,333,2,2,4,329,100,11,4,10,8,32,7,27,28,120,2,33,26,21,27,43,14,9,17,3,11,2,2,0,2,0,0,20,7,1,4,3,0,0,11,3,21,4,2,10,4,2,6,3,3,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,2,1,0,3,3,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,0,0,17,0,4,1,2,2,4,6,4,3,4,8,1,3,2
23 - Μαγνησίας,162 E.T. Δήμου Βόλου,548,358,5,4,9,349,114,13,8,27,8,37,6,20,28,120,4,22,22,45,34,48,29,5,12,2,9,1,1,1,1,0,0,21,3,3,11,5,0,2,5,2,20,2,2,4,1,4,13,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,13,3,2,3,1,1,0,3,1,0,0,0,0,0,0,0,5,1,0,1,0,0,2,3,2,0,1,0,26,4,7,5,1,7,8,6,1,1,0,7,2,1,2
23 - Μαγνησίας,163 E.T. Δήμου Βόλου,548,322,17,3,20,302,113,13,14,21,5,44,15,19,33,84,1,21,19,32,25,36,4,6,16,4,12,1,1,2,2,2,1,13,0,1,7,2,1,0,4,1,24,4,2,4,4,2,10,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,0,2,0,21,5,1,9,3,2,3,3,3,0,0,0,0,1,0,0,3,0,2,0,1,2,1,0,0,0,0,0,17,3,3,2,1,4,2,2,0,0,0,2,1,2,1
23 - Μαγνησίας,164 E.T. Δήμου Βόλου,558,356,2,4,6,350,135,10,3,28,13,41,14,25,39,106,7,16,20,27,29,44,15,13,15,2,11,0,1,1,3,2,1,14,2,0,5,0,1,0,4,0,17,3,1,4,0,3,2,1,2,2,1,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,16,1,0,6,1,1,1,2,4,1,0,0,0,0,0,0,3,1,1,0,0,0,0,5,1,0,0,1,18,8,1,4,0,3,5,3,2,2,0,10,3,2,2
23 - Μαγνησίας,165 E.T. Δήμου Βόλου,560,329,4,1,5,324,129,8,6,26,13,61,11,26,35,79,0,18,24,26,21,22,11,9,12,3,11,1,0,0,0,2,0,36,4,1,19,12,1,0,8,4,13,1,0,0,2,1,4,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,9,5,4,2,2,6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,4,2,1,4,5,7,3,0,0,0,8,3,4,6
23 - Μαγνησίας,166 E.T. Δήμου Βόλου,555,334,4,2,6,328,133,13,6,25,9,47,12,28,39,95,3,13,29,24,24,48,7,4,12,6,9,0,0,0,3,1,0,19,7,0,10,1,1,1,3,2,16,2,3,3,3,5,6,6,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10,2,1,3,0,1,0,2,0,1,0,0,1,0,0,0,6,0,0,2,2,0,1,0,0,0,0,0,17,4,3,0,3,4,4,4,2,2,0,11,6,5,4
23 - Μαγνησίας,167 E.T. Δήμου Βόλου,566,366,8,2,10,356,127,11,5,21,6,48,10,31,33,121,7,18,33,41,24,47,7,10,10,5,9,1,0,2,1,0,0,25,5,2,16,1,2,0,11,2,25,3,2,7,3,2,12,0,7,6,2,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1,3,10,4,2,1,2,1,0,0,0,0,0,0,0,8,1,0,0,2,1,5,1,1,0,1,0,13,2,4,1,0,3,2,0,0,0,0,2,1,1,1
23 - Μαγνησίας,168 E.T. Δήμου Βόλου,569,357,3,4,7,350,146,14,5,28,8,58,8,29,38,102,6,22,16,25,21,37,6,11,17,2,12,2,1,0,5,1,1,18,3,0,7,1,1,1,8,1,21,2,3,10,1,0,9,1,0,3,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,12,2,2,2,2,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,2,2,3,3,1,1,5,4,1,2,4,2,2,2
23 - Μαγνησίας,169 E.T. Δήμου Βόλου,570,360,2,6,8,352,135,13,7,26,11,49,11,32,36,91,2,16,23,28,31,30,4,11,15,2,11,1,1,0,2,1,1,18,3,0,10,3,0,0,7,1,21,1,2,4,1,2,6,5,1,6,2,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,20,4,5,3,2,3,0,3,2,3,0,0,1,0,0,0,9,2,0,2,3,0,1,0,0,0,0,0,20,4,4,2,2,6,5,3,1,1,1,7,1,2,2
23 - Μαγνησίας,170 E.T. Δήμου Βόλου,570,321,11,2,13,308,139,13,5,24,12,39,14,22,41,76,7,13,23,16,23,21,2,7,14,2,6,1,0,1,4,2,0,28,9,1,7,0,2,1,17,0,14,0,1,2,0,2,7,3,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,2,1,2,1,1,0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,0,12,2,4,2,3,0,3,2,1,0,1,6,0,1,2
23 - Μαγνησίας,171 E.T. Δήμου Βόλου,569,366,6,2,8,358,132,2,10,24,12,56,4,18,41,88,0,24,22,18,19,31,12,11,19,2,11,2,2,1,3,0,1,24,7,1,12,1,1,4,7,2,29,3,2,8,4,4,11,5,3,5,2,0,2,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,1,1,7,2,1,2,2,3,1,0,0,0,0,0,0,6,2,1,1,0,0,1,1,1,0,0,0,21,1,8,1,0,3,3,5,0,1,0,8,5,2,1
23 - Μαγνησίας,172 E.T. Δήμου Βόλου,570,356,10,12,22,334,132,18,10,27,18,43,12,13,44,101,8,22,19,21,25,44,8,12,10,2,8,3,0,2,1,0,1,24,3,0,12,2,3,0,2,1,17,1,2,1,0,0,4,2,2,3,1,2,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,4,6,0,5,2,5,6,0,0,0,0,1,0,1,6,1,1,0,0,0,1,0,0,0,0,0,10,1,3,2,0,1,3,1,0,0,0,6,2,4,2
23 - Μαγνησίας,173 E.T. Δήμου Βόλου,530,192,3,1,4,188,64,6,3,5,6,26,3,14,16,67,6,8,17,18,15,18,16,9,6,1,4,2,0,1,1,0,0,8,3,0,3,1,0,0,3,0,9,2,0,2,2,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,6,0,3,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11,0,2,1,1,5,3,3,1,0,2,3,1,1,1
23 - Μαγνησίας,174 E.T. Δήμου Βόλου,570,215,1,0,1,214,90,5,8,20,9,35,8,15,19,64,2,11,16,13,13,31,4,6,15,3,11,1,3,1,0,0,0,10,1,0,1,2,0,0,7,0,9,3,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,1,2,5,3,0,0,0,0,2,0,1,2
23 - Μαγνησίας,175 E.T. Δήμου Βόλου,531,196,2,2,4,192,55,9,3,8,5,20,2,15,14,77,2,25,15,23,13,26,9,8,9,3,5,1,0,0,0,0,0,9,2,0,4,0,0,1,3,0,13,2,1,4,2,0,5,3,3,6,3,2,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,0,1,0,1,1,0,0,0,8,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,4,0,3,0,1,1,2,0,0,0,0,2,0,1,1
23 - Μαγνησίας,176 E.T. Δήμου Βόλου,531,198,4,3,7,191,69,11,6,7,3,22,5,20,25,61,7,19,15,18,13,19,4,4,6,2,5,0,0,0,0,0,0,7,1,0,3,0,2,0,2,2,18,0,0,6,1,2,11,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,3,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,1,3,0,2,3,0,2,1,1,0,0,1
23 - Μαγνησίας,177 E.T. Δήμου Βόλου,560,228,3,1,4,224,72,8,7,14,4,23,3,17,24,75,3,14,20,17,22,34,13,3,4,2,2,1,2,0,0,0,0,12,1,0,5,1,2,1,3,2,11,4,1,3,2,2,3,1,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,3,8,2,0,2,2,6,2,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,13,5,1,0,5,3,2,1,0,1,0,10,3,2,4
23 - Μαγνησίας,178 E.T. Δήμου Βόλου,556,232,2,3,5,227,83,5,3,11,11,40,6,19,21,83,6,15,19,22,24,28,7,4,2,0,1,2,0,0,1,0,0,8,1,0,3,0,2,0,3,1,8,0,1,2,1,1,1,6,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,11,0,2,4,2,0,1,0,2,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,10,2,2,0,0,2,4,2,0,0,0,10,2,3,2
23 - Μαγνησίας,179 E.T. Δήμου Βόλου,563,238,3,1,4,234,71,7,1,16,3,26,3,17,34,98,8,25,15,26,34,26,13,7,9,3,5,0,0,1,0,1,0,8,3,1,2,3,2,1,1,0,9,4,2,1,0,0,2,1,1,6,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,13,0,2,3,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,12,2,1,0,1,2,4,2,1,1,2,2,0,1,0
