ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,183 E.T. Δήμου Μεσσήνης,308,168,1,1,2,166,41,6,1,6,11,2,5,22,91,7,5,73,11,5,9,18,9,2,0,0,2,3,14,8,2,1,7,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,1,1,0,1,0,0,1,1
46 - Μεσσηνίας,184 E.T. Δήμου Μεσσήνης,279,142,1,0,1,141,48,7,1,2,3,10,2,21,69,8,2,45,7,8,0,11,3,1,1,1,1,1,7,2,1,0,1,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,2,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
46 - Μεσσηνίας,185 E.T. Δήμου Μεσσήνης,196,110,0,1,1,109,24,4,2,2,4,7,1,13,67,8,2,44,15,40,2,7,1,1,0,0,1,0,4,4,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,1
46 - Μεσσηνίας,186 E.T. Δήμου Μεσσήνης,255,149,2,2,4,145,40,4,2,13,11,5,3,26,75,4,19,43,12,5,0,33,3,2,1,0,1,0,15,11,1,0,7,1,2,1,2,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,187 E.T. Δήμου Μεσσήνης,338,176,1,0,1,175,50,9,4,15,13,3,3,31,78,3,12,51,12,3,0,19,4,0,0,0,0,4,21,10,0,1,5,6,1,0,6,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,188 E.T. Δήμου Μεσσήνης,256,87,0,0,0,87,19,1,1,13,1,3,1,8,45,3,9,29,20,2,9,8,2,1,0,0,0,2,13,9,1,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
46 - Μεσσηνίας,189 E.T. Δήμου Μεσσήνης,360,183,0,1,1,182,25,0,0,2,9,0,1,14,112,4,17,63,20,18,0,36,3,1,0,0,1,1,10,5,1,2,2,0,3,0,13,2,7,2,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,0,0,0,0,4,3
46 - Μεσσηνίας,190 E.T. Δήμου Μεσσήνης,313,111,2,0,2,109,26,1,1,5,4,0,2,10,53,3,4,37,10,3,0,0,8,2,1,0,1,2,8,4,3,0,2,2,0,0,7,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
46 - Μεσσηνίας,191 E.T. Δήμου Μεσσήνης,174,87,1,0,1,86,25,1,1,3,16,0,3,4,49,13,11,34,12,0,0,12,0,0,0,0,0,0,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
46 - Μεσσηνίας,192 E.T. Δήμου Μεσσήνης,484,305,2,0,2,303,93,5,5,26,24,10,0,62,141,15,15,104,45,9,5,45,9,2,1,0,2,5,18,13,0,0,4,6,0,2,20,5,3,4,3,4,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,2,4,0,1,1,1,0,4,2
46 - Μεσσηνίας,193 E.T. Δήμου Μεσσήνης,267,163,0,2,2,161,42,7,4,11,9,5,2,23,72,7,15,30,13,12,2,33,9,0,1,1,0,3,12,6,1,0,7,0,0,3,7,3,2,1,0,1,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,1,0,1,1,0,0,0,0,0,0,2,2
46 - Μεσσηνίας,194 E.T. Δήμου Μεσσήνης,139,63,0,0,0,63,30,4,2,8,3,2,2,17,18,2,5,12,1,2,5,3,0,0,0,0,0,0,8,6,2,2,3,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,195 E.T. Δήμου Μεσσήνης,116,48,0,0,0,48,11,2,1,1,4,4,1,6,32,2,3,25,5,1,2,8,2,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,196 E.T. Δήμου Μεσσήνης,562,298,3,2,5,293,108,5,5,13,28,12,6,59,118,12,8,67,8,29,9,46,1,0,0,0,0,1,30,18,1,3,9,6,0,2,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,1,1,0,0,0,0,0,0,0,6,0,1,6,0,1,10,0,0,1,1,1,0,0,0,0,0,0,4,1
46 - Μεσσηνίας,197 E.T. Δήμου Μεσσήνης,303,173,3,1,4,169,65,4,4,17,12,3,1,29,70,3,10,39,10,10,0,24,1,0,1,0,0,0,14,6,0,1,7,2,0,0,6,4,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,198 E.T. Δήμου Μεσσήνης,346,197,1,1,2,195,64,7,3,11,18,6,2,29,91,10,12,52,17,4,21,40,0,0,0,0,0,0,14,9,0,0,11,0,0,2,14,1,4,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,6,1,0,1,1,2,1,1,0,0,0,0,0,0
46 - Μεσσηνίας,199 E.T. Δήμου Μεσσήνης,450,209,2,0,2,207,57,2,2,9,22,3,3,35,98,12,80,27,3,6,0,18,8,2,0,1,1,2,12,6,0,0,5,1,7,0,12,1,3,0,1,1,7,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,200 E.T. Δήμου Μεσσήνης,374,196,0,4,4,192,63,6,3,19,29,3,6,36,67,5,54,12,4,5,0,19,4,2,1,0,0,0,17,5,0,0,4,2,13,1,11,0,4,0,1,1,5,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,3,6,2,0,0,0,0,0,0,0,7,7,1,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0
46 - Μεσσηνίας,201 E.T. Δήμου Μεσσήνης,192,83,2,1,3,80,18,2,2,1,10,0,1,14,41,7,14,28,4,0,6,11,2,0,2,0,1,1,6,2,0,0,4,0,4,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,202 E.T. Δήμου Μεσσήνης,146,67,0,0,0,67,12,2,1,5,7,0,0,1,32,9,10,18,6,1,0,7,5,0,3,0,0,5,11,3,1,1,5,4,2,0,4,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,203 E.T. Δήμου Μεσσήνης,210,110,2,0,2,108,34,3,1,15,9,1,1,26,50,0,13,40,1,3,6,19,0,0,0,0,0,0,22,9,0,1,19,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,204 E.T. Δήμου Μεσσήνης,341,146,2,0,2,144,48,6,1,6,5,8,6,26,49,14,24,11,1,5,0,18,1,0,0,0,0,1,24,11,1,1,6,2,10,2,6,0,1,0,0,1,0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,2,0
46 - Μεσσηνίας,205 E.T. Δήμου Μεσσήνης,332,168,4,1,5,163,54,6,4,17,12,9,1,25,76,5,48,42,13,3,6,14,3,1,1,1,1,1,5,1,0,0,0,2,2,0,8,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,1,4,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,206 E.T. Δήμου Μεσσήνης,433,214,3,2,5,209,67,12,6,12,20,3,5,41,95,10,9,52,26,13,0,39,10,3,1,2,3,3,19,7,0,0,15,0,2,0,5,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,2,2,2,0
46 - Μεσσηνίας,207 E.T. Δήμου Μεσσήνης,355,190,4,0,4,186,64,4,2,16,11,11,9,39,71,7,4,44,12,10,7,24,5,3,3,0,0,0,12,4,0,0,7,0,0,0,9,4,2,0,3,2,0,1,1,1,1,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,12,3,6,3,0,7,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,2,1,2,1,0,2,0
46 - Μεσσηνίας,208 E.T. Δήμου Μεσσήνης,405,174,4,1,5,169,63,7,6,14,12,4,3,30,74,8,11,44,9,9,0,23,3,2,1,1,0,0,11,10,0,2,2,0,0,0,6,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,1,1,1,0,0,3,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,209 E.T. Δήμου Μεσσήνης,405,184,3,0,3,181,77,10,7,15,17,17,2,40,61,4,10,38,1,7,21,15,4,0,2,0,1,2,8,1,1,0,2,5,1,0,11,0,3,0,1,0,0,2,3,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,4,0,1,0,2,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,210 E.T. Δήμου Μεσσήνης,231,137,1,1,2,135,49,3,1,16,7,9,1,36,60,5,10,54,1,3,0,0,3,0,0,0,1,0,9,0,0,2,2,2,2,0,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,1,2,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,211 E.T. Δήμου Μεσσήνης,312,133,4,2,6,127,45,3,0,14,7,3,1,17,48,4,10,22,5,4,0,21,1,1,0,0,0,0,17,12,0,2,5,5,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,1,0,2,1,0,1,0,1,0,1,1
46 - Μεσσηνίας,212 E.T. Δήμου Μεσσήνης,259,118,2,0,2,116,21,3,2,5,4,1,0,6,73,5,7,67,0,8,5,9,4,0,1,0,1,2,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
46 - Μεσσηνίας,213 E.T. Δήμου Μεσσήνης,289,167,4,1,5,162,11,0,1,1,2,2,2,9,119,8,22,63,7,7,9,65,16,1,0,0,0,16,4,2,0,1,1,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,1,0,1,0,0,1,0,0
46 - Μεσσηνίας,214 E.T. Δήμου Μεσσήνης,448,231,2,1,3,228,53,11,5,18,10,5,3,32,137,19,20,94,10,8,0,42,11,1,2,7,3,5,8,2,1,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,1,2,0,1,0,0,0,0,0,1,0
46 - Μεσσηνίας,215 E.T. Δήμου Μεσσήνης,144,72,0,0,0,72,23,3,3,6,6,1,1,5,24,0,9,14,10,0,0,3,1,0,0,0,0,0,5,2,0,0,0,1,0,1,11,1,3,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,216 E.T. Δήμου Μεσσήνης,536,302,2,0,2,300,104,11,7,17,28,15,3,57,122,10,81,56,24,8,0,41,8,0,1,0,2,2,18,6,2,0,9,5,5,0,18,7,4,2,1,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,2,1,2,0,1,0,1,0,5,1
46 - Μεσσηνίας,217 E.T. Δήμου Μεσσήνης,569,317,0,4,4,313,115,12,8,24,33,15,4,78,128,6,16,78,22,28,0,41,7,0,1,2,1,5,13,4,0,3,3,4,0,1,10,0,6,1,3,1,2,2,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,4,5,5,0,0,0,0,0,1,1,1,0,0,1,0,0,15,5,2,1,3,2,4,1,1,1,1,1,2,1
46 - Μεσσηνίας,218 E.T. Δήμου Μεσσήνης,531,300,12,0,12,288,106,17,2,7,43,11,3,36,128,12,17,75,19,13,13,41,6,2,1,1,0,5,13,5,1,0,3,7,1,1,5,1,1,1,2,1,1,1,1,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,13,6,3,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,0,1,0,2,1,0,0,0,0,0,1,1
46 - Μεσσηνίας,219 E.T. Δήμου Μεσσήνης,520,307,7,0,7,300,121,10,10,24,41,10,5,64,114,13,12,68,13,13,0,57,12,2,2,1,1,10,12,4,3,2,3,4,1,1,10,0,3,1,1,3,1,0,4,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,18,5,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,1
46 - Μεσσηνίας,220 E.T. Δήμου Μεσσήνης,564,297,6,0,6,291,146,16,5,18,51,11,7,44,89,10,7,53,14,9,0,19,12,3,5,0,0,3,14,10,0,4,8,4,0,0,9,2,1,0,0,2,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,221 E.T. Δήμου Μεσσήνης,558,358,4,3,7,351,132,12,5,20,38,16,6,64,137,13,18,80,40,14,19,36,6,1,2,0,0,4,26,9,1,1,7,7,8,0,9,3,1,3,1,0,1,1,4,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,4,3,4,0,0,0,0,0,1,1,2,1,0,1,0,0,11,3,1,5,5,3,2,1,0,1,1,1,6,3
46 - Μεσσηνίας,222 E.T. Δήμου Μεσσήνης,550,304,11,3,14,290,133,12,9,20,33,14,10,78,98,15,7,62,23,16,13,38,6,1,1,1,0,4,18,10,2,1,7,6,3,2,6,0,0,1,1,1,0,1,6,4,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,8,1,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,2,2,3,2,1,1,0,0,0,1,3,3
46 - Μεσσηνίας,223 E.T. Δήμου Μεσσήνης,531,279,1,4,5,274,100,8,3,25,27,16,5,56,95,13,16,67,9,10,0,26,8,3,2,1,3,2,24,4,0,3,8,3,1,3,9,3,3,3,0,2,0,2,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,5,3,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,14,2,1,2,5,4,0,0,0,0,0,0,5,2
